159,346,436,343,181,496,421,124,412,104,0,199,84,92,130,82,135,224,428,179,45,131,301,488,181,472,23,378,245,383,495,461,412,313,389,38,53,334,302,295,179,168,452,340,18,381,272,201,309,39
78,285,435,60,441,193,192,409,23,254,199,0,79,329,439,420,389,133,349,491,68,68,477,265,302,260,346,168,96,285,65,263,197,224,320,254,35,293,417,321,435,255,200,248,483,66,145,235,500,159
489,364,435,92,378,493,135,466,355,354,84,79,0,110,186,155,326,116,238,380,417,218,429,291,114,418,262,253,413,193,439,350,283,493,158,486,18,204,164,70,433,227,216,278,201,43,466,389,320,378
344,66,494,395,295,93,158,195,491,240,92,329,110,0,287,430,77,299,160,173,347,396,453,338,119,285,491,160,451,131,418,88,431,18,59,425,169,327,190,404,441,311,267,88,151,456,201,77,407,321
256,110,370,154,384,366,359,281,380,93,130,439,186,287,0,203,486,413,192,451,316,148,279,393,106,436,169,42,128,454,316,480,356,206,251,55,184,451,380,396,431,85,71,114,206,89,280,389,266,372
306,73,495,279,492,426,244,216,402,15,82,420,155,430,203,0,374,366,189,329,363,54,261,188,40,221,264,371,128,32,249,378,296,344,476,117,203,110,176,178,127,142,284,26,370,53,257,346,307,163
178,419,267,82,108,478,130,281,123,188,135,389,326,77,486,374,0,374,82,414,243,36,498,216,470,235,211,151,96,25,335,438,298,96,297,181,263,62,495,328,160,383,36,259,97,246,380,368,156,425
22,412,430,112,139,216,128,446,119,93,224,133,116,299,413,366,374,0,204,367,414,17,312,261,374,478,366,42,406,426,214,127,139,395,331,56,256,207,115,267,143,399,90,157,408,160,476,18,161,115
421,42,185,355,402,466,430,104,297,387,428,349,238,160,192,189,82,204,0,398,314,274,264,260,427,159,470,343,495,361,150,350,358,194,363,194,54,474,354,132,267,81,86,124,52,468,362,404,420,297
365,53,229,93,475,440,375,131,374,48,179,491,380,173,451,329,414,367,398,0,258,131,360,483,267,103,332,418,310,403,53,190,342,237,147,350,134,410,456,22,20,244,431,344,251,414,335,479,443,263
447,76,279,242,82,357,493,233,275,185,45,68,417,347,316,363,243,414,314,258,0,466,369,343,167,131,33,135,51,487,257,47,413,195,185,255,450,138,471,137,333,234,275,49,448,438,132,443,118,474
52,426,309,198,247,357,350,499,381,193,131,68,218,396,148,54,36,17,274,131,466,0,459,308,418,41,289,406,219,337,429,109,254,419,223,265,193,449,170,495,54,67,118,187,68,66,441,221,238,294
447,490,477,345,350,68,333,458,330,429,301,477,429,453,279,261,498,312,264,360,369,459,0,385,359,406,110,131,137,35,415,183,297,135,36,260,241,339,130,198,304,316,20,60,16,477,81,134,50,413
28,82,170,447,108,341,180,302,346,225,488,265,291,338,393,188,216,261,260,483,343,308,385,0,96,181,470,306,186,239,369,470,262,439,462,496,197,313,384,95,479,377,306,150,493,15,181,350,296,106
176,181,97,329,151,99,339,274,56,316,181,302,114,119,106,40,470,374,427,267,167,418,359,96,0,189,121,105,497,286,195,367,19,56,182,120,229,475,361,62,430,279,245,198,104,286,145,273,190,359
279,500,116,174,487,222,172,306,70,383,472,260,418,285,436,221,235,478,159,103,131,41,406,181,189,0,268,76,167,127,204,98,162,212,57,450,496,321,35,322,210,45,442,110,177,327,443,138,179,408
442,131,264,172,364,341,484,217,268,426,23,346,262,491,169,264,211,366,470,332,33,289,110,470,121,268,0,30,201,33,419,50,30,500,282,475,439,291,199,71,209,46,130,33,292,260,394,150,90,353
227,263,191,169,202,489,125,176,358,500,378,168,253,160,42,371,151,42,343,418,135,406,131,306,105,76,30,0,140,432,448,347,462,319,474,54,176,438,128,361,482,53,206,263,122,87,351,207,94,498
214,441,274,236,349,467,400,333,75,325,245,96,413,451,128,128,96,406,495,310,51,219,137,186,497,167,201,140,0,275,258,490,340,442,84,201,462,81,182,327,331,413,341,380,49,314,25,163,95,40
88,143,296,276,470,456,496,491,29,136,383,285,193,131,454,32,25,426,361,403,487,337,35,239,286,127,33,432,275,0,280,243,453,304,368,76,196,273,425,245,170,421,54,456,26,221,158,293,342,119
303,224,120,194,299,95,247,119,408,16,495,65,439,418,316,249,335,214,150,53,257,429,415,369,195,204,419,448,258,280,0,455,80,18,448,363,29,253,193,342,309,265,353,216,488,340,484,169,171,217
32,69,125,415,197,42,45,173,38,49,461,263,350,88,480,378,438,127,350,190,47,109,183,470,367,98,50,347,490,243,455,0,74,65,95,254,481,117,142,206,22,71,323,240,282,359,480,171,128,369
500,52,375,36,373,399,297,409,493,24,412,197,283,431,356,296,298,139,358,342,413,254,297,262,19,162,30,462,340,453,80,74,0,422,468,139,222,78,245,499,123,333,219,378,334,104,484,137,315,380
132,310,301,193,202,306,225,482,360,119,313,224,493,18,206,344,96,395,194,237,195,419,135,439,56,212,500,319,442,304,18,65,422,0,195,384,185,93,217,220,152,101,252,168,339,471,124,231,182,45
69,433,486,403,124,274,221,330,213,286,389,320,158,59,251,476,297,331,363,147,185,223,36,462,182,57,282,474,84,368,448,95,468,195,0,359,367,51,426,398,42,399,282,157,114,377,161,325,66,46
300,238,171,447,449,314,34,333,147,236,38,254,486,425,55,117,181,56,194,350,255,265,260,496,120,450,475,54,201,76,363,254,139,384,359,0,333,158,490,209,23,284,88,285,435,450,58,63,112,98
32,232,135,495,383,30,360,73,373,436,53,35,18,169,184,203,263,256,54,134,450,193,241,197,229,496,439,176,462,196,29,481,222,185,367,333,0,91,409,394,199,76,76,158,481,315,404,450,301,323
468,224,348,80,466,375,129,349,285,334,334,293,204,327,451,110,62,207,474,410,138,449,339,313,475,321,291,438,81,273,253,117,78,93,51,158,91,0,144,435,415,290,385,485,177,158,376,292,153,132
179,251,172,406,217,111,195,335,71,79,302,417,164,190,380,176,495,115,354,456,471,170,130,384,361,35,199,128,182,425,193,142,245,217,426,490,409,144,0,320,96,363,84,432,268,461,248,287,165,395
449,465,54,45,275,407,132,474,491,411,295,321,70,404,396,178,328,267,132,22,137,495,198,95,62,322,71,361,327,245,342,206,499,220,398,209,394,435,320,0,380,310,163,309,268,109,191,187,132,41
148,155,167,213,444,448,179,15,306,325,179,435,433,441,431,127,160,143,267,20,333,54,304,479,430,210,209,482,331,170,309,22,123,152,42,23,199,415,96,380,0,131,228,380,432,237,281,255,30,24
445,347,244,109,128,154,245,207,95,121,168,255,227,311,85,142,383,399,81,244,234,67,316,377,279,45,46,53,413,421,265,71,333,101,399,284,76,290,363,310,131,0,242,451,221,71,325,245,490,359
274,167,179,372,165,183,273,102,349,120,452,200,216,267,71,284,36,90,86,431,275,118,20,306,245,442,130,206,341,54,353,323,219,252,282,88,76,385,84,163,228,242,0,77,227,103,497,183,338,337
46,368,210,89,127,313,496,403,47,25,340,248,278,88,114,26,259,157,124,344,49,187,60,150,198,110,33,263,380,456,216,240,378,168,157,285,158,485,432,309,380,451,77,0,90,215,359,229,210,311
164,450,174,331,465,177,480,253,494,46,18,483,201,151,206,370,97,408,52,251,448,68,16,493,104,177,292,122,49,26,488,282,334,339,114,435,481,177,268,268,432,221,227,90,0,265,485,378,72,197
344,268,396,36,301,338,472,154,426,128,381,66,43,456,89,53,246,160,468,414,438,66,477,15,286,327,260,87,314,221,340,359,104,471,377,450,315,158,461,109,237,71,103,215,265,0,249,59,485,235
47,226,244,429,193,349,294,424,80,22,272,145,466,201,280,257,380,476,362,335,132,441,81,181,145,443,394,351,25,158,484,480,484,124,161,58,404,376,248,191,281,325,497,359,485,249,0,488,160,216
453,287,287,236,105,224,180,80,225,436,201,235,389,77,389,346,368,18,404,479,443,221,134,350,273,138,150,207,163,293,169,171,137,231,325,63,450,292,287,187,255,245,183,229,378,59,488,0,36,313
118,471,69,301,286,121,287,405,302,218,309,500,320,407,266,307,156,161,420,443,118,238,50,296,190,179,90,94,95,342,171,128,315,182,66,112,301,153,165,132,30,490,338,210,72,485,160,36,0,378
37,242,308,341,105,419,30,404,408,142,39,159,378,321,372,163,425,115,297,263,474,294,413,106,359,408,353,498,40,119,217,369,380,45,46,98,323,132,395,41,24,359,337,311,197,235,216,313,378,0
